Sample	Reads_number	Unique_best_hit	Mapping_efficiency	No_alignments	Total_Cs	Total_CsM_CpG	Total_CsM_CHG	Total_CsM_CHH	Total_CsM_UNKNOWN	Total_CsU_CpG	CsM_CpG	CsM_CHG	CsM_CHH	CsM_UNKNOWN
sampling_24901_122_trimmed.fastq	22970	12852	56.0%	5867	221290	13873	380	843	4	6307	68.7%	0.7%	0.6%	3.2%
sampling_24901_123_trimmed.fastq	22964	12866	56.0%	5922	221718	13835	357	829	3	6088	69.4%	0.6%	0.6%	2.5%
sampling_24901_124_trimmed.fastq	23000	12938	56.3%	5880	223274	14145	372	839	3	6205	69.5%	0.7%	0.6%	3.3%
sampling_24901_125_trimmed.fastq	22999	12956	56.3%	5861	222835	14280	387	881	2	6168	69.8%	0.7%	0.6%	1.5%
sampling_24901_126_trimmed.fastq	22976	12805	55.7%	5807	221673	14058	349	869	9	6223	69.3%	0.6%	0.6%	8.1%
sampling_24901_127_trimmed.fastq	22994	12846	55.9%	5956	220040	13776	348	835	1	6195	69.0%	0.6%	0.6%	0.9%
sampling_24901_128_trimmed.fastq	23003	12884	56.0%	5816	220110	13735	377	856	3	6214	68.9%	0.7%	0.6%	3.3%
sampling_24901_129_trimmed.fastq	22906	12837	56.0%	5734	221684	14055	351	837	5	6182	69.5%	0.6%	0.6%	3.7%
sampling_2490_112_trimmed.fastq	2262	1216	53.8%	589	20883	1343	34	68	1	654	67.3%	0.6%	0.5%	12.5%
sampling_24901_12_trimmed.fastq	23043	12870	55.9%	5902	222070	14270	353	916	2	6253	69.5%	0.6%	0.6%	2.1%
sampling_24901_130_trimmed.fastq	22897	12744	55.7%	5917	219250	13654	343	777	5	6096	69.1%	0.6%	0.5%	3.6%
sampling_24901_131_trimmed.fastq	22982	12748	55.5%	5914	219976	13991	388	817	3	6177	69.4%	0.7%	0.6%	2.6%
sampling_24901_132_trimmed.fastq	22982	12890	56.1%	5823	221161	13992	377	867	1	5846	70.5%	0.7%	0.6%	1.1%
sampling_24901_133_trimmed.fastq	22986	12903	56.1%	5855	221835	13773	335	865	1	5968	69.8%	0.6%	0.6%	0.9%
sampling_24901_134_trimmed.fastq	22953	12733	55.5%	5840	219446	13417	348	887	5	6095	68.8%	0.6%	0.6%	4.1%
sampling_24901_135_trimmed.fastq	22929	12808	55.9%	5871	220785	13833	395	915	2	6029	69.6%	0.7%	0.6%	1.8%
sampling_24901_136_trimmed.fastq	22942	12832	55.9%	5890	220845	14147	346	884	1	5993	70.2%	0.6%	0.6%	0.8%
sampling_24901_137_trimmed.fastq	22945	12804	55.8%	5921	220507	13728	377	861	2	6021	69.5%	0.7%	0.6%	1.4%
sampling_24901_138_trimmed.fastq	22961	12852	56.0%	5901	220274	14000	331	811	1	6251	69.1%	0.6%	0.6%	1.0%
sampling_24901_139_trimmed.fastq	23074	12722	55.1%	6015	219792	13980	358	808	4	5805	70.7%	0.6%	0.6%	3.6%
sampling_2490_113_trimmed.fastq	2299	1254	54.5%	585	21711	1382	36	102	0	576	70.6%	0.7%	0.7%	0.0%
sampling_24901_13_trimmed.fastq	22979	12817	55.8%	5835	219431	13724	351	847	1	6027	69.5%	0.6%	0.6%	0.8%
sampling_24901_140_trimmed.fastq	22985	12802	55.7%	5912	220059	14006	363	850	3	5838	70.6%	0.6%	0.6%	2.9%
sampling_24901_141_trimmed.fastq	23032	12813	55.6%	5917	220312	13944	372	838	2	6128	69.5%	0.7%	0.6%	1.7%
sampling_24901_142_trimmed.fastq	22977	12707	55.3%	5955	217634	13774	342	813	4	6070	69.4%	0.6%	0.6%	4.1%
sampling_24901_143_trimmed.fastq	22979	12913	56.2%	5856	223136	14081	367	885	3	6272	69.2%	0.6%	0.6%	3.2%
sampling_24901_144_trimmed.fastq	23017	12872	55.9%	5911	222093	13817	347	852	5	6271	68.8%	0.6%	0.6%	4.9%
sampling_24901_145_trimmed.fastq	22898	12820	56.0%	5786	220635	13915	329	851	6	6139	69.4%	0.6%	0.6%	5.0%
sampling_24901_146_trimmed.fastq	22919	12850	56.1%	5915	220718	13711	380	839	4	6426	68.1%	0.7%	0.6%	3.9%
sampling_24901_147_trimmed.fastq	22959	12737	55.5%	5882	217528	13672	397	827	3	5947	69.7%	0.7%	0.6%	2.8%
sampling_24901_148_trimmed.fastq	22965	12804	55.8%	5884	219167	13687	362	872	3	6159	69.0%	0.6%	0.6%	2.9%
sampling_24901_149_trimmed.fastq	22947	12780	55.7%	5831	221195	13965	376	888	4	6080	69.7%	0.7%	0.6%	3.6%
sampling_2490_114_trimmed.fastq	2301	1260	54.8%	622	21835	1413	40	74	0	538	72.4%	0.7%	0.5%	0.0%
sampling_24901_14_trimmed.fastq	22934	12937	56.4%	5750	222026	13879	358	877	3	6221	69.0%	0.6%	0.6%	2.5%
sampling_24901_150_trimmed.fastq	23025	12919	56.1%	5784	221451	13812	357	858	3	6207	69.0%	0.6%	0.6%	2.9%
sampling_24901_151_trimmed.fastq	22925	12782	55.8%	5792	220376	13881	400	877	7	6049	69.6%	0.7%	0.6%	6.1%
sampling_24901_152_trimmed.fastq	22973	12778	55.6%	5966	218936	13799	369	833	6	5755	70.6%	0.7%	0.6%	4.8%
sampling_24901_153_trimmed.fastq	22945	12764	55.6%	5839	218649	13816	372	859	9	5922	70.0%	0.7%	0.6%	6.8%
sampling_24901_154_trimmed.fastq	22949	12794	55.7%	5899	220620	13969	324	868	1	6172	69.4%	0.6%	0.6%	1.2%
sampling_24901_155_trimmed.fastq	23026	12848	55.8%	5947	222051	13802	337	885	3	6323	68.6%	0.6%	0.6%	3.2%
sampling_24901_156_trimmed.fastq	23003	12827	55.8%	5910	220128	14075	375	843	3	6023	70.0%	0.7%	0.6%	2.6%
sampling_24901_157_trimmed.fastq	22887	12794	55.9%	5863	219560	13692	350	840	2	6058	69.3%	0.6%	0.6%	1.6%
sampling_24901_158_trimmed.fastq	22949	12672	55.2%	5998	217896	13655	377	863	0	5995	69.5%	0.7%	0.6%	0.0%
sampling_24901_159_trimmed.fastq	23014	12921	56.1%	5869	223354	13975	385	823	0	6226	69.2%	0.7%	0.6%	0.0%
sampling_2490_115_trimmed.fastq	2293	1286	56.1%	575	22331	1498	41	62	0	548	73.2%	0.7%	0.4%	0.0%
sampling_24901_15_trimmed.fastq	22912	13077	57.1%	5812	224848	14385	363	889	4	6338	69.4%	0.6%	0.6%	3.3%
sampling_24901_160_trimmed.fastq	22985	12734	55.4%	5949	219772	13556	360	828	3	6268	68.4%	0.6%	0.6%	2.4%
sampling_24901_161_trimmed.fastq	23043	12970	56.3%	5797	223715	13845	368	857	3	6365	68.5%	0.6%	0.6%	2.3%
sampling_24901_162_trimmed.fastq	23050	12895	55.9%	5921	221496	13878	373	895	6	6157	69.3%	0.7%	0.6%	5.5%
sampling_24901_163_trimmed.fastq	23015	12874	55.9%	5750	221725	14301	371	877	5	6068	70.2%	0.7%	0.6%	5.0%
sampling_24901_164_trimmed.fastq	22985	12782	55.6%	5846	218799	13576	353	833	1	6351	68.1%	0.6%	0.6%	1.1%
sampling_24901_165_trimmed.fastq	23091	13072	56.6%	5808	225729	14226	366	867	6	6518	68.6%	0.6%	0.6%	5.9%
sampling_24901_166_trimmed.fastq	22952	12802	55.8%	5997	220999	13823	363	861	5	6050	69.6%	0.6%	0.6%	5.5%
sampling_24901_167_trimmed.fastq	23008	12800	55.6%	5869	221086	13882	364	819	4	5896	70.2%	0.6%	0.6%	3.9%
sampling_24901_168_trimmed.fastq	23027	12963	56.3%	5831	221698	14033	361	824	5	6148	69.5%	0.6%	0.6%	4.7%
sampling_24901_169_trimmed.fastq	23088	12963	56.1%	5781	224593	14321	362	828	1	6114	70.1%	0.6%	0.6%	1.2%
sampling_2490_116_trimmed.fastq	2295	1280	55.8%	593	21602	1328	33	94	0	595	69.1%	0.6%	0.7%	0.0%
sampling_24901_16_trimmed.fastq	22945	12875	56.1%	5818	222045	13954	337	900	3	6208	69.2%	0.6%	0.6%	3.2%
sampling_24901_170_trimmed.fastq	22948	12757	55.6%	5929	220166	13678	373	832	2	6140	69.0%	0.7%	0.6%	1.8%
sampling_24901_171_trimmed.fastq	22908	12746	55.6%	5953	219268	13854	361	875	3	6220	69.0%	0.6%	0.6%	2.6%
sampling_24901_172_trimmed.fastq	23024	12948	56.2%	5875	222961	14015	367	840	3	6241	69.2%	0.6%	0.6%	2.6%
sampling_24901_173_trimmed.fastq	23022	12891	56.0%	5831	221121	13908	329	849	3	6237	69.0%	0.6%	0.6%	2.8%
sampling_24901_174_trimmed.fastq	22971	12713	55.3%	5987	218078	13340	370	826	4	6142	68.5%	0.7%	0.6%	4.1%
sampling_24901_175_trimmed.fastq	22937	12893	56.2%	5823	220932	14069	385	888	4	5936	70.3%	0.7%	0.6%	3.6%
sampling_24901_176_trimmed.fastq	23041	12943	56.2%	5771	223721	13953	341	852	5	6211	69.2%	0.6%	0.6%	4.8%
sampling_24901_177_trimmed.fastq	22938	12712	55.4%	5913	218149	13698	352	750	4	5911	69.9%	0.6%	0.5%	3.2%
sampling_24901_178_trimmed.fastq	22985	12860	55.9%	5801	221986	13844	383	812	5	6233	69.0%	0.7%	0.6%	4.7%
sampling_24901_179_trimmed.fastq	22899	12871	56.2%	5783	222164	13989	369	880	5	6245	69.1%	0.6%	0.6%	4.1%
sampling_2490_117_trimmed.fastq	2317	1314	56.7%	576	22616	1405	31	115	0	627	69.1%	0.5%	0.8%	0.0%
sampling_24901_17_trimmed.fastq	23024	12832	55.7%	5899	220140	13777	343	855	0	6204	69.0%	0.6%	0.6%	0.0%
sampling_24901_180_trimmed.fastq	22867	12751	55.8%	5923	217838	13625	363	840	2	5974	69.5%	0.7%	0.6%	1.8%
sampling_24901_181_trimmed.fastq	23056	12919	56.0%	5925	221068	13790	355	840	1	6113	69.3%	0.6%	0.6%	1.0%
sampling_24901_182_trimmed.fastq	22932	12847	56.0%	5933	220953	13863	337	851	3	6227	69.0%	0.6%	0.6%	2.8%
sampling_24901_183_trimmed.fastq	22971	12890	56.1%	5830	223186	14209	377	853	8	5980	70.4%	0.7%	0.6%	7.8%
sampling_24901_184_trimmed.fastq	23045	12750	55.3%	5937	220002	13984	381	880	4	6167	69.4%	0.7%	0.6%	3.4%
sampling_24901_185_trimmed.fastq	23024	12927	56.1%	5902	223344	14101	350	805	7	6235	69.3%	0.6%	0.5%	5.8%
sampling_24901_186_trimmed.fastq	22995	12909	56.1%	5773	220898	14175	346	835	4	5992	70.3%	0.6%	0.6%	3.7%
sampling_24901_187_trimmed.fastq	22935	12744	55.6%	5916	219399	13835	373	863	2	5690	70.9%	0.7%	0.6%	2.0%
sampling_24901_188_trimmed.fastq	22960	12841	55.9%	5831	220554	13736	369	799	5	6335	68.4%	0.7%	0.6%	5.1%
sampling_24901_189_trimmed.fastq	22991	12823	55.8%	5897	221486	14117	343	837	4	6065	69.9%	0.6%	0.6%	3.1%
sampling_2490_118_trimmed.fastq	2299	1299	56.5%	604	22526	1351	46	75	1	660	67.2%	0.8%	0.5%	6.2%
sampling_24901_18_trimmed.fastq	22927	12764	55.7%	5930	220120	13838	342	912	5	6082	69.5%	0.6%	0.6%	3.8%
sampling_24901_190_trimmed.fastq	22959	12888	56.1%	5857	220733	14006	365	858	5	5940	70.2%	0.6%	0.6%	4.3%
sampling_24901_191_trimmed.fastq	23004	12849	55.9%	5826	220107	14024	352	829	4	6093	69.7%	0.6%	0.6%	3.9%
sampling_24901_192_trimmed.fastq	22978	13032	56.7%	5775	224188	14062	362	866	3	6088	69.8%	0.6%	0.6%	2.8%
sampling_24901_193_trimmed.fastq	22939	12749	55.6%	5908	219878	14063	361	865	5	6086	69.8%	0.6%	0.6%	4.0%
sampling_24901_194_trimmed.fastq	22974	12847	55.9%	5818	220665	13817	368	864	4	5977	69.8%	0.7%	0.6%	3.5%
sampling_24901_195_trimmed.fastq	22944	12819	55.9%	5863	220843	13992	398	881	2	6028	69.9%	0.7%	0.6%	2.1%
sampling_24901_196_trimmed.fastq	23031	12910	56.1%	5822	220658	13959	362	805	4	6188	69.3%	0.6%	0.6%	3.3%
sampling_24901_197_trimmed.fastq	23028	12771	55.5%	5917	218431	14049	380	844	3	6176	69.5%	0.7%	0.6%	2.5%
sampling_24901_198_trimmed.fastq	22954	12906	56.2%	5795	221503	13763	363	822	2	6083	69.3%	0.6%	0.6%	1.7%
sampling_24901_199_trimmed.fastq	22969	12784	55.7%	5872	220288	14043	362	839	3	6170	69.5%	0.6%	0.6%	2.8%
sampling_2490_119_trimmed.fastq	2274	1274	56.0%	572	21857	1334	40	74	0	660	66.9%	0.7%	0.5%	0.0%
sampling_24901_19_trimmed.fastq	22937	12789	55.8%	5810	220584	14002	361	879	3	6044	69.8%	0.6%	0.6%	2.7%
sampling_2490_11_trimmed.fastq	2297	1314	57.2%	581	22550	1333	38	89	0	654	67.1%	0.7%	0.6%	0.0%
sampling_24901_1_trimmed.fastq	22967	12880	56.1%	5824	222695	14071	346	832	5	6007	70.1%	0.6%	0.6%	4.5%
sampling_24901_200_trimmed.fastq	22973	12788	55.7%	5932	220553	13779	399	825	2	5882	70.1%	0.7%	0.6%	1.5%
sampling_24901_201_trimmed.fastq	22953	12728	55.5%	5852	219221	14182	345	872	1	6064	70.0%	0.6%	0.6%	1.2%
sampling_24901_202_trimmed.fastq	22937	12763	55.6%	5851	217133	13526	359	825	7	6123	68.8%	0.6%	0.6%	6.6%
sampling_24901_203_trimmed.fastq	22972	12846	55.9%	5873	219817	14045	359	805	3	6206	69.4%	0.6%	0.6%	2.8%
sampling_24901_204_trimmed.fastq	22939	12750	55.6%	5991	218394	13955	358	829	8	5861	70.4%	0.6%	0.6%	7.5%
sampling_24901_205_trimmed.fastq	22942	12744	55.5%	5895	219930	13645	378	845	1	6046	69.3%	0.7%	0.6%	1.0%
sampling_24901_206_trimmed.fastq	22916	12773	55.7%	5827	220217	13877	338	855	4	6172	69.2%	0.6%	0.6%	4.3%
sampling_24901_207_trimmed.fastq	23004	12927	56.2%	5815	222959	13793	397	880	4	6290	68.7%	0.7%	0.6%	3.4%
sampling_24901_208_trimmed.fastq	22952	12824	55.9%	5834	220066	13839	385	802	8	6070	69.5%	0.7%	0.6%	8.0%
sampling_24901_209_trimmed.fastq	22955	12873	56.1%	5866	220218	13788	383	916	3	5891	70.1%	0.7%	0.6%	2.2%
sampling_2490_120_trimmed.fastq	2298	1282	55.8%	584	22449	1406	40	79	0	651	68.4%	0.7%	0.5%	0.0%
sampling_24901_20_trimmed.fastq	23002	12855	55.9%	5928	221327	14261	349	862	2	5934	70.6%	0.6%	0.6%	2.1%
sampling_24901_210_trimmed.fastq	22966	12841	55.9%	5793	221308	13973	403	859	6	6220	69.2%	0.7%	0.6%	5.1%
sampling_24901_211_trimmed.fastq	22970	12800	55.7%	5924	220251	13794	374	870	5	6045	69.5%	0.7%	0.6%	4.4%
sampling_24901_212_trimmed.fastq	22943	12716	55.4%	5950	219205	13501	376	830	8	6043	69.1%	0.7%	0.6%	7.0%
sampling_24901_213_trimmed.fastq	23038	12897	56.0%	5922	220656	14110	379	846	4	6049	70.0%	0.7%	0.6%	3.6%
sampling_24901_214_trimmed.fastq	22999	12803	55.7%	5882	221197	14045	347	765	2	6278	69.1%	0.6%	0.5%	1.9%
sampling_24901_215_trimmed.fastq	23005	12833	55.8%	5832	219746	13747	383	828	5	6248	68.8%	0.7%	0.6%	4.8%
sampling_24901_216_trimmed.fastq	23059	12807	55.5%	5958	220387	13971	336	802	7	6140	69.5%	0.6%	0.6%	5.7%
sampling_24901_217_trimmed.fastq	23013	12797	55.6%	5906	220357	13868	355	839	3	5963	69.9%	0.6%	0.6%	2.7%
sampling_24901_218_trimmed.fastq	22995	12919	56.2%	5913	220771	13859	372	855	6	6304	68.7%	0.7%	0.6%	5.3%
sampling_24901_219_trimmed.fastq	23010	12763	55.5%	5895	219651	13660	360	835	1	6212	68.7%	0.6%	0.6%	1.0%
sampling_2490_121_trimmed.fastq	2285	1282	56.1%	584	21478	1363	29	98	1	559	70.9%	0.5%	0.7%	11.1%
sampling_24901_21_trimmed.fastq	23043	12754	55.3%	5924	218752	13665	366	827	4	6320	68.4%	0.7%	0.6%	3.9%
sampling_24901_220_trimmed.fastq	22992	12879	56.0%	5867	222028	14085	378	799	4	6146	69.6%	0.7%	0.6%	3.6%
sampling_24901_221_trimmed.fastq	22964	12852	56.0%	5849	220339	14054	370	847	6	6071	69.8%	0.7%	0.6%	4.6%
sampling_24901_222_trimmed.fastq	22967	12859	56.0%	5806	220875	14208	373	864	1	6012	70.3%	0.7%	0.6%	1.0%
sampling_24901_223_trimmed.fastq	22973	13007	56.6%	5772	224735	14254	373	895	4	6557	68.5%	0.7%	0.6%	3.8%
sampling_24901_224_trimmed.fastq	23002	12767	55.5%	5916	218412	13658	353	852	10	6006	69.5%	0.6%	0.6%	12.3%
sampling_24901_225_trimmed.fastq	23028	12830	55.7%	5814	221105	13967	344	809	1	6200	69.3%	0.6%	0.6%	1.0%
sampling_24901_226_trimmed.fastq	22921	12728	55.5%	5901	219242	13509	410	819	6	6329	68.1%	0.7%	0.6%	5.7%
sampling_24901_227_trimmed.fastq	22963	12856	56.0%	5851	222182	14031	379	874	3	5974	70.1%	0.7%	0.6%	3.0%
sampling_24901_228_trimmed.fastq	22945	12847	56.0%	5918	221844	14008	369	821	1	5996	70.0%	0.7%	0.6%	1.0%
sampling_24901_229_trimmed.fastq	23003	12824	55.7%	5918	222448	14201	359	898	5	6072	70.0%	0.6%	0.6%	4.9%
sampling_2490_122_trimmed.fastq	2294	1248	54.4%	584	21904	1327	34	89	0	706	65.3%	0.6%	0.6%	0.0%
sampling_24901_22_trimmed.fastq	23031	12910	56.1%	5778	223629	14086	355	854	8	6328	69.0%	0.6%	0.6%	7.1%
sampling_24901_230_trimmed.fastq	22958	12894	56.2%	5814	222401	13963	375	792	3	6024	69.9%	0.7%	0.5%	2.9%
sampling_24901_231_trimmed.fastq	22985	12739	55.4%	5911	219479	13952	363	846	3	5858	70.4%	0.6%	0.6%	3.5%
sampling_24901_232_trimmed.fastq	22931	12849	56.0%	5858	220883	13956	395	848	4	6319	68.8%	0.7%	0.6%	3.9%
sampling_24901_233_trimmed.fastq	23013	12827	55.7%	5919	221440	13739	334	857	7	6237	68.8%	0.6%	0.6%	6.7%
sampling_24901_234_trimmed.fastq	23012	12964	56.3%	5741	224593	14373	382	873	3	6340	69.4%	0.7%	0.6%	2.6%
sampling_24901_235_trimmed.fastq	22930	12847	56.0%	5774	221363	13986	371	835	4	6244	69.1%	0.7%	0.6%	4.1%
sampling_24901_236_trimmed.fastq	22967	12827	55.8%	5955	221005	14007	361	802	4	6069	69.8%	0.6%	0.6%	3.6%
sampling_24901_237_trimmed.fastq	22958	12885	56.1%	5859	221289	13691	352	837	2	6398	68.2%	0.6%	0.6%	1.6%
sampling_24901_238_trimmed.fastq	23026	12852	55.8%	5836	220394	13705	368	811	4	6262	68.6%	0.7%	0.6%	2.8%
sampling_24901_239_trimmed.fastq	23001	12800	55.6%	5848	220110	14114	369	866	3	5828	70.8%	0.7%	0.6%	2.5%
sampling_2490_123_trimmed.fastq	2312	1308	56.6%	560	22886	1343	31	78	0	621	68.4%	0.5%	0.5%	0.0%
sampling_24901_23_trimmed.fastq	22955	12839	55.9%	5825	220428	13622	326	837	7	6241	68.6%	0.6%	0.6%	6.0%
sampling_24901_240_trimmed.fastq	23012	12903	56.1%	5799	221551	13862	367	830	6	6025	69.7%	0.7%	0.6%	5.0%
sampling_24901_241_trimmed.fastq	22943	12888	56.2%	5911	222592	13809	366	815	4	6316	68.6%	0.6%	0.6%	4.1%
sampling_24901_242_trimmed.fastq	22954	12932	56.3%	5880	221954	13893	373	886	4	6242	69.0%	0.7%	0.6%	3.2%
sampling_24901_243_trimmed.fastq	22959	12730	55.4%	5952	219432	13818	370	846	7	5900	70.1%	0.7%	0.6%	6.6%
sampling_24901_244_trimmed.fastq	22967	12852	56.0%	5894	220083	13777	332	831	8	6246	68.8%	0.6%	0.6%	7.5%
sampling_24901_245_trimmed.fastq	23013	12826	55.7%	5830	219876	13958	388	849	5	6146	69.4%	0.7%	0.6%	4.4%
sampling_24901_246_trimmed.fastq	22929	12858	56.1%	5842	221208	13611	367	914	4	6212	68.7%	0.7%	0.6%	4.2%
sampling_24901_247_trimmed.fastq	23028	12869	55.9%	5848	220593	14060	359	855	2	6025	70.0%	0.6%	0.6%	1.7%
sampling_24901_248_trimmed.fastq	22862	12762	55.8%	5875	220481	14031	360	846	4	6144	69.5%	0.6%	0.6%	3.5%
sampling_24901_249_trimmed.fastq	23010	12904	56.1%	5829	222107	14108	347	859	8	5975	70.2%	0.6%	0.6%	6.9%
sampling_2490_124_trimmed.fastq	2308	1258	54.5%	591	21543	1478	32	84	0	674	68.7%	0.6%	0.6%	0.0%
sampling_24901_24_trimmed.fastq	22991	12782	55.6%	5967	219997	13728	386	812	1	5998	69.6%	0.7%	0.6%	1.0%
sampling_24901_250_trimmed.fastq	22962	12750	55.5%	5938	218883	14013	394	864	1	6274	69.1%	0.7%	0.6%	1.0%
sampling_24901_251_trimmed.fastq	23007	12807	55.7%	5848	219713	13884	386	814	3	6108	69.4%	0.7%	0.6%	2.6%
sampling_24901_252_trimmed.fastq	22903	12804	55.9%	5807	220135	13918	351	853	5	6312	68.8%	0.6%	0.6%	4.8%
sampling_24901_253_trimmed.fastq	22980	12842	55.9%	5802	222482	14181	351	812	4	6325	69.2%	0.6%	0.6%	3.2%
sampling_24901_254_trimmed.fastq	22986	12816	55.8%	5871	220663	13728	345	817	1	6208	68.9%	0.6%	0.6%	0.9%
sampling_24901_255_trimmed.fastq	22956	12825	55.9%	5922	221327	14219	370	827	3	6137	69.9%	0.7%	0.6%	2.8%
sampling_24901_256_trimmed.fastq	22996	12899	56.1%	5842	222679	14136	368	843	4	6331	69.1%	0.6%	0.6%	4.1%
sampling_24901_257_trimmed.fastq	22959	12905	56.2%	5849	223196	14162	370	805	1	6223	69.5%	0.7%	0.6%	0.9%
sampling_24901_258_trimmed.fastq	22969	12846	55.9%	5842	220288	13765	369	821	4	6219	68.9%	0.7%	0.6%	3.1%
sampling_24901_259_trimmed.fastq	22969	12817	55.8%	5809	220041	13900	349	865	1	6118	69.4%	0.6%	0.6%	0.8%
sampling_2490_125_trimmed.fastq	2311	1333	57.7%	545	22890	1318	32	83	0	598	68.8%	0.5%	0.6%	0.0%
sampling_24901_25_trimmed.fastq	22955	12770	55.6%	5936	218704	13592	338	827	2	5919	69.7%	0.6%	0.6%	1.8%
sampling_24901_260_trimmed.fastq	22960	12883	56.1%	5773	221963	14163	365	833	2	6089	69.9%	0.6%	0.6%	1.8%
sampling_24901_261_trimmed.fastq	22986	12702	55.3%	5922	218475	13490	355	831	5	5950	69.4%	0.6%	0.6%	4.2%
sampling_24901_262_trimmed.fastq	23002	12892	56.0%	5840	221278	13929	371	882	3	6352	68.7%	0.7%	0.6%	2.7%
sampling_24901_263_trimmed.fastq	22974	12770	55.6%	5844	220297	14040	382	817	5	6097	69.7%	0.7%	0.6%	4.1%
sampling_24901_264_trimmed.fastq	23005	12796	55.6%	5886	219250	13908	356	829	5	6042	69.7%	0.6%	0.6%	4.0%
sampling_24901_265_trimmed.fastq	23024	12957	56.3%	5767	221274	13945	352	836	2	6147	69.4%	0.6%	0.6%	1.7%
sampling_24901_266_trimmed.fastq	22994	12911	56.1%	5852	222024	14023	406	858	1	6131	69.6%	0.7%	0.6%	0.9%
sampling_24901_267_trimmed.fastq	22976	12799	55.7%	5820	220297	14055	386	876	4	5929	70.3%	0.7%	0.6%	3.2%
sampling_24901_268_trimmed.fastq	22917	12785	55.8%	5886	221096	13988	387	818	3	6134	69.5%	0.7%	0.6%	2.5%
sampling_24901_269_trimmed.fastq	22977	12856	56.0%	5931	220784	13908	379	840	2	6049	69.7%	0.7%	0.6%	1.7%
sampling_2490_126_trimmed.fastq	2304	1246	54.1%	625	21325	1416	37	67	0	557	71.8%	0.7%	0.5%	0.0%
sampling_24901_26_trimmed.fastq	22981	12741	55.4%	5922	218356	13651	360	849	7	6383	68.1%	0.6%	0.6%	6.2%
sampling_24901_270_trimmed.fastq	23046	12833	55.7%	5883	220017	13667	389	839	4	6058	69.3%	0.7%	0.6%	3.0%
sampling_24901_271_trimmed.fastq	23012	12860	55.9%	5888	220376	14120	352	864	5	6000	70.2%	0.6%	0.6%	4.5%
sampling_24901_272_trimmed.fastq	23014	12810	55.7%	5964	218866	13500	393	781	2	6206	68.5%	0.7%	0.5%	1.8%
sampling_24901_273_trimmed.fastq	22984	12849	55.9%	5854	220916	13723	349	909	1	6134	69.1%	0.6%	0.6%	0.9%
sampling_24901_274_trimmed.fastq	22941	12811	55.8%	5822	219874	14031	386	833	6	5853	70.6%	0.7%	0.6%	6.5%
sampling_24901_275_trimmed.fastq	22938	12800	55.8%	5841	220650	13888	380	880	3	5942	70.0%	0.7%	0.6%	2.5%
sampling_24901_276_trimmed.fastq	22943	12763	55.6%	5926	219721	13863	335	865	0	6030	69.7%	0.6%	0.6%	0.0%
sampling_24901_277_trimmed.fastq	22877	12855	56.2%	5796	220495	13682	362	906	3	6103	69.2%	0.6%	0.6%	2.5%
sampling_24901_278_trimmed.fastq	22995	12955	56.3%	5737	223440	14147	354	840	4	6200	69.5%	0.6%	0.6%	3.2%
sampling_24901_279_trimmed.fastq	22973	12871	56.0%	5789	220508	13497	343	799	2	6033	69.1%	0.6%	0.6%	2.1%
sampling_2490_127_trimmed.fastq	2306	1310	56.8%	578	22845	1438	48	82	0	634	69.4%	0.8%	0.5%	0.0%
sampling_24901_27_trimmed.fastq	23001	12873	56.0%	5819	220455	13821	368	835	1	6106	69.4%	0.7%	0.6%	0.9%
sampling_24901_280_trimmed.fastq	22986	12779	55.6%	5841	219969	13988	391	810	5	6131	69.5%	0.7%	0.6%	4.0%
sampling_24901_281_trimmed.fastq	22974	12759	55.5%	5954	220573	13754	348	860	4	6049	69.5%	0.6%	0.6%	4.1%
sampling_24901_282_trimmed.fastq	23017	12728	55.3%	5926	219458	13865	320	838	5	6064	69.6%	0.6%	0.6%	4.3%
sampling_24901_283_trimmed.fastq	23044	12844	55.7%	5924	220162	13728	375	845	3	6077	69.3%	0.7%	0.6%	2.5%
sampling_24901_284_trimmed.fastq	22937	12797	55.8%	5864	219520	13797	364	817	2	6181	69.1%	0.6%	0.6%	1.9%
sampling_24901_285_trimmed.fastq	22982	12764	55.5%	5917	220269	13955	376	888	6	6120	69.5%	0.7%	0.6%	4.9%
sampling_24901_286_trimmed.fastq	22978	12885	56.1%	5822	222317	13902	379	842	3	6158	69.3%	0.7%	0.6%	2.6%
sampling_24901_287_trimmed.fastq	22956	12918	56.3%	5700	221197	13854	354	811	3	6325	68.7%	0.6%	0.6%	2.9%
sampling_24901_288_trimmed.fastq	23010	12798	55.6%	5916	221542	14077	348	866	4	6246	69.3%	0.6%	0.6%	3.8%
sampling_24901_289_trimmed.fastq	22882	12717	55.6%	5852	218042	14071	365	855	6	5940	70.3%	0.7%	0.6%	6.5%
sampling_2490_128_trimmed.fastq	2297	1259	54.8%	610	21521	1330	37	83	0	583	69.5%	0.7%	0.6%	0.0%
sampling_24901_28_trimmed.fastq	23062	12874	55.8%	5874	221791	13989	388	833	4	6219	69.2%	0.7%	0.6%	3.4%
sampling_24901_290_trimmed.fastq	23067	12849	55.7%	5838	221616	14028	369	806	5	6132	69.6%	0.7%	0.6%	4.5%
sampling_24901_291_trimmed.fastq	22994	12903	56.1%	5853	220575	13970	364	863	1	6197	69.3%	0.6%	0.6%	1.0%
sampling_24901_292_trimmed.fastq	22963	12761	55.6%	5977	219220	13474	367	852	4	6113	68.8%	0.7%	0.6%	3.5%
