"","Sample","Length","CpG_met","CpG_unmet","Sum"
"4917","07_report/CpG_context_sampling_1245_917_trimmed_bismark_bt2.CpG",420,312,108,420
"4918","07_report/CpG_context_sampling_1245_918_trimmed_bismark_bt2.CpG",424,317,107,424
"4919","07_report/CpG_context_sampling_1245_919_trimmed_bismark_bt2.CpG",435,299,136,435
"4920","07_report/CpG_context_sampling_1245_920_trimmed_bismark_bt2.CpG",464,320,144,464
"4921","07_report/CpG_context_sampling_1245_921_trimmed_bismark_bt2.CpG",451,330,121,451
"4922","07_report/CpG_context_sampling_1245_922_trimmed_bismark_bt2.CpG",471,335,136,471
"4923","07_report/CpG_context_sampling_1245_923_trimmed_bismark_bt2.CpG",453,327,126,453
"4924","07_report/CpG_context_sampling_1245_924_trimmed_bismark_bt2.CpG",438,317,121,438
"4925","07_report/CpG_context_sampling_1245_925_trimmed_bismark_bt2.CpG",444,315,129,444
"4926","07_report/CpG_context_sampling_1245_926_trimmed_bismark_bt2.CpG",413,301,112,413
"4927","07_report/CpG_context_sampling_1245_927_trimmed_bismark_bt2.CpG",420,293,127,420
"4928","07_report/CpG_context_sampling_1245_928_trimmed_bismark_bt2.CpG",432,326,106,432
"4929","07_report/CpG_context_sampling_1245_929_trimmed_bismark_bt2.CpG",431,306,125,431
"4930","07_report/CpG_context_sampling_1245_930_trimmed_bismark_bt2.CpG",423,295,128,423
"4931","07_report/CpG_context_sampling_1245_931_trimmed_bismark_bt2.CpG",451,331,120,451
"4932","07_report/CpG_context_sampling_1245_932_trimmed_bismark_bt2.CpG",426,299,127,426
"4933","07_report/CpG_context_sampling_1245_933_trimmed_bismark_bt2.CpG",411,309,102,411
"4934","07_report/CpG_context_sampling_1245_934_trimmed_bismark_bt2.CpG",428,313,115,428
"4935","07_report/CpG_context_sampling_1245_935_trimmed_bismark_bt2.CpG",437,310,127,437
"4936","07_report/CpG_context_sampling_1245_936_trimmed_bismark_bt2.CpG",432,306,126,432
"4937","07_report/CpG_context_sampling_1245_937_trimmed_bismark_bt2.CpG",442,317,125,442
"4938","07_report/CpG_context_sampling_1245_938_trimmed_bismark_bt2.CpG",440,330,110,440
"4939","07_report/CpG_context_sampling_1245_939_trimmed_bismark_bt2.CpG",403,287,116,403
"4940","07_report/CpG_context_sampling_1245_940_trimmed_bismark_bt2.CpG",461,328,133,461
"4941","07_report/CpG_context_sampling_1245_941_trimmed_bismark_bt2.CpG",423,310,113,423
"4942","07_report/CpG_context_sampling_1245_942_trimmed_bismark_bt2.CpG",454,318,136,454
"4943","07_report/CpG_context_sampling_1245_943_trimmed_bismark_bt2.CpG",442,314,128,442
"4944","07_report/CpG_context_sampling_1245_944_trimmed_bismark_bt2.CpG",415,289,126,415
"4945","07_report/CpG_context_sampling_1245_945_trimmed_bismark_bt2.CpG",431,308,123,431
"4946","07_report/CpG_context_sampling_1245_946_trimmed_bismark_bt2.CpG",422,307,115,422
"4947","07_report/CpG_context_sampling_1245_947_trimmed_bismark_bt2.CpG",418,302,116,418
"4948","07_report/CpG_context_sampling_1245_948_trimmed_bismark_bt2.CpG",433,318,115,433
"4949","07_report/CpG_context_sampling_1245_949_trimmed_bismark_bt2.CpG",456,324,132,456
"4950","07_report/CpG_context_sampling_1245_950_trimmed_bismark_bt2.CpG",415,292,123,415
"4951","07_report/CpG_context_sampling_1245_951_trimmed_bismark_bt2.CpG",419,280,139,419
"4952","07_report/CpG_context_sampling_1245_952_trimmed_bismark_bt2.CpG",450,303,147,450
"4953","07_report/CpG_context_sampling_1245_953_trimmed_bismark_bt2.CpG",448,308,140,448
"4954","07_report/CpG_context_sampling_1245_954_trimmed_bismark_bt2.CpG",443,338,105,443
"4955","07_report/CpG_context_sampling_1245_955_trimmed_bismark_bt2.CpG",419,307,112,419
"4956","07_report/CpG_context_sampling_1245_956_trimmed_bismark_bt2.CpG",428,306,122,428
"4957","07_report/CpG_context_sampling_1245_957_trimmed_bismark_bt2.CpG",404,276,128,404
"4958","07_report/CpG_context_sampling_1245_958_trimmed_bismark_bt2.CpG",461,323,138,461
"4959","07_report/CpG_context_sampling_1245_959_trimmed_bismark_bt2.CpG",423,299,124,423
"4960","07_report/CpG_context_sampling_1245_960_trimmed_bismark_bt2.CpG",420,300,120,420
"4961","07_report/CpG_context_sampling_1245_961_trimmed_bismark_bt2.CpG",416,304,112,416
"4962","07_report/CpG_context_sampling_1245_962_trimmed_bismark_bt2.CpG",442,320,122,442
"4963","07_report/CpG_context_sampling_1245_963_trimmed_bismark_bt2.CpG",427,309,118,427
"4964","07_report/CpG_context_sampling_1245_964_trimmed_bismark_bt2.CpG",431,299,132,431
"4965","07_report/CpG_context_sampling_1245_965_trimmed_bismark_bt2.CpG",451,302,149,451
"4966","07_report/CpG_context_sampling_1245_966_trimmed_bismark_bt2.CpG",424,308,116,424
"4967","07_report/CpG_context_sampling_1245_967_trimmed_bismark_bt2.CpG",464,344,120,464
"4968","07_report/CpG_context_sampling_1245_968_trimmed_bismark_bt2.CpG",431,318,113,431
"4969","07_report/CpG_context_sampling_1245_969_trimmed_bismark_bt2.CpG",436,308,128,436
"4970","07_report/CpG_context_sampling_1245_970_trimmed_bismark_bt2.CpG",425,311,114,425
"4971","07_report/CpG_context_sampling_1245_971_trimmed_bismark_bt2.CpG",420,305,115,420
"4972","07_report/CpG_context_sampling_1245_972_trimmed_bismark_bt2.CpG",461,323,138,461
"4973","07_report/CpG_context_sampling_1245_973_trimmed_bismark_bt2.CpG",423,300,123,423
"4974","07_report/CpG_context_sampling_1245_974_trimmed_bismark_bt2.CpG",426,298,128,426
"4975","07_report/CpG_context_sampling_1245_975_trimmed_bismark_bt2.CpG",431,306,125,431
"4976","07_report/CpG_context_sampling_1245_976_trimmed_bismark_bt2.CpG",434,298,136,434
"4977","07_report/CpG_context_sampling_1245_977_trimmed_bismark_bt2.CpG",413,291,122,413
"4978","07_report/CpG_context_sampling_1245_978_trimmed_bismark_bt2.CpG",439,324,115,439
"4979","07_report/CpG_context_sampling_1245_979_trimmed_bismark_bt2.CpG",424,306,118,424
"4980","07_report/CpG_context_sampling_1245_980_trimmed_bismark_bt2.CpG",447,326,121,447
"4981","07_report/CpG_context_sampling_1245_981_trimmed_bismark_bt2.CpG",431,308,123,431
"4982","07_report/CpG_context_sampling_1245_982_trimmed_bismark_bt2.CpG",437,309,128,437
"4983","07_report/CpG_context_sampling_1245_983_trimmed_bismark_bt2.CpG",429,317,112,429
"4984","07_report/CpG_context_sampling_1245_984_trimmed_bismark_bt2.CpG",455,332,123,455
"4985","07_report/CpG_context_sampling_1245_985_trimmed_bismark_bt2.CpG",413,307,106,413
"4986","07_report/CpG_context_sampling_1245_986_trimmed_bismark_bt2.CpG",436,320,116,436
"4987","07_report/CpG_context_sampling_1245_987_trimmed_bismark_bt2.CpG",462,332,130,462
"4988","07_report/CpG_context_sampling_1245_988_trimmed_bismark_bt2.CpG",416,291,125,416
"4989","07_report/CpG_context_sampling_1245_989_trimmed_bismark_bt2.CpG",435,308,127,435
"4990","07_report/CpG_context_sampling_1245_990_trimmed_bismark_bt2.CpG",439,311,128,439
"4991","07_report/CpG_context_sampling_1245_991_trimmed_bismark_bt2.CpG",439,307,132,439
"4992","07_report/CpG_context_sampling_1245_992_trimmed_bismark_bt2.CpG",443,328,115,443
"4993","07_report/CpG_context_sampling_1245_993_trimmed_bismark_bt2.CpG",449,298,151,449
"4994","07_report/CpG_context_sampling_1245_994_trimmed_bismark_bt2.CpG",380,268,112,380
"4995","07_report/CpG_context_sampling_1245_995_trimmed_bismark_bt2.CpG",426,302,124,426
"4996","07_report/CpG_context_sampling_1245_996_trimmed_bismark_bt2.CpG",438,316,122,438
"4997","07_report/CpG_context_sampling_1245_997_trimmed_bismark_bt2.CpG",429,306,123,429
"4998","07_report/CpG_context_sampling_1245_998_trimmed_bismark_bt2.CpG",449,313,136,449
"4999","07_report/CpG_context_sampling_1245_999_trimmed_bismark_bt2.CpG",431,321,110,431
"5000","07_report/CpG_context_sampling_1245_1000_trimmed_bismark_bt2.CpG",426,301,125,426
"5001","07_report/CpG_context_sampling_1868_1_trimmed_bismark_bt2.CpG",644,457,187,644
"5002","07_report/CpG_context_sampling_1868_2_trimmed_bismark_bt2.CpG",660,465,195,660
"5003","07_report/CpG_context_sampling_1868_3_trimmed_bismark_bt2.CpG",632,434,198,632
"5004","07_report/CpG_context_sampling_1868_4_trimmed_bismark_bt2.CpG",658,461,197,658
"5005","07_report/CpG_context_sampling_1868_5_trimmed_bismark_bt2.CpG",648,449,199,648
"5006","07_report/CpG_context_sampling_1868_6_trimmed_bismark_bt2.CpG",672,472,200,672
"5007","07_report/CpG_context_sampling_1868_7_trimmed_bismark_bt2.CpG",639,458,181,639
"5008","07_report/CpG_context_sampling_1868_8_trimmed_bismark_bt2.CpG",684,477,207,684
"5009","07_report/CpG_context_sampling_1868_9_trimmed_bismark_bt2.CpG",614,445,169,614
"5010","07_report/CpG_context_sampling_1868_10_trimmed_bismark_bt2.CpG",623,436,187,623
"5011","07_report/CpG_context_sampling_1868_11_trimmed_bismark_bt2.CpG",631,449,182,631
"5012","07_report/CpG_context_sampling_1868_12_trimmed_bismark_bt2.CpG",629,461,168,629
"5013","07_report/CpG_context_sampling_1868_13_trimmed_bismark_bt2.CpG",635,458,177,635
"5014","07_report/CpG_context_sampling_1868_14_trimmed_bismark_bt2.CpG",658,480,178,658
"5015","07_report/CpG_context_sampling_1868_15_trimmed_bismark_bt2.CpG",624,441,183,624
"5016","07_report/CpG_context_sampling_1868_16_trimmed_bismark_bt2.CpG",639,469,170,639
"5017","07_report/CpG_context_sampling_1868_17_trimmed_bismark_bt2.CpG",642,475,167,642
"5018","07_report/CpG_context_sampling_1868_18_trimmed_bismark_bt2.CpG",659,476,183,659
"5019","07_report/CpG_context_sampling_1868_19_trimmed_bismark_bt2.CpG",632,468,164,632
"5020","07_report/CpG_context_sampling_1868_20_trimmed_bismark_bt2.CpG",649,470,179,649
"5021","07_report/CpG_context_sampling_1868_21_trimmed_bismark_bt2.CpG",674,460,214,674
"5022","07_report/CpG_context_sampling_1868_22_trimmed_bismark_bt2.CpG",654,483,171,654
"5023","07_report/CpG_context_sampling_1868_23_trimmed_bismark_bt2.CpG",685,500,185,685
"5024","07_report/CpG_context_sampling_1868_24_trimmed_bismark_bt2.CpG",647,477,170,647
"5025","07_report/CpG_context_sampling_1868_25_trimmed_bismark_bt2.CpG",629,436,193,629
"5026","07_report/CpG_context_sampling_1868_26_trimmed_bismark_bt2.CpG",630,469,161,630
"5027","07_report/CpG_context_sampling_1868_27_trimmed_bismark_bt2.CpG",636,465,171,636
"5028","07_report/CpG_context_sampling_1868_28_trimmed_bismark_bt2.CpG",649,489,160,649
"5029","07_report/CpG_context_sampling_1868_29_trimmed_bismark_bt2.CpG",665,470,195,665
"5030","07_report/CpG_context_sampling_1868_30_trimmed_bismark_bt2.CpG",656,468,188,656
"5031","07_report/CpG_context_sampling_1868_31_trimmed_bismark_bt2.CpG",602,425,177,602
"5032","07_report/CpG_context_sampling_1868_32_trimmed_bismark_bt2.CpG",675,494,181,675
"5033","07_report/CpG_context_sampling_1868_33_trimmed_bismark_bt2.CpG",676,458,218,676
"5034","07_report/CpG_context_sampling_1868_34_trimmed_bismark_bt2.CpG",619,449,170,619
"5035","07_report/CpG_context_sampling_1868_35_trimmed_bismark_bt2.CpG",657,457,200,657
"5036","07_report/CpG_context_sampling_1868_36_trimmed_bismark_bt2.CpG",629,448,181,629
"5037","07_report/CpG_context_sampling_1868_37_trimmed_bismark_bt2.CpG",641,472,169,641
"5038","07_report/CpG_context_sampling_1868_38_trimmed_bismark_bt2.CpG",604,442,162,604
"5039","07_report/CpG_context_sampling_1868_39_trimmed_bismark_bt2.CpG",663,482,181,663
"5040","07_report/CpG_context_sampling_1868_40_trimmed_bismark_bt2.CpG",662,483,179,662
"5041","07_report/CpG_context_sampling_1868_41_trimmed_bismark_bt2.CpG",667,467,200,667
"5042","07_report/CpG_context_sampling_1868_42_trimmed_bismark_bt2.CpG",622,432,190,622
"5043","07_report/CpG_context_sampling_1868_43_trimmed_bismark_bt2.CpG",660,502,158,660
"5044","07_report/CpG_context_sampling_1868_44_trimmed_bismark_bt2.CpG",670,489,181,670
"5045","07_report/CpG_context_sampling_1868_45_trimmed_bismark_bt2.CpG",685,495,190,685
"5046","07_report/CpG_context_sampling_1868_46_trimmed_bismark_bt2.CpG",616,428,188,616
"5047","07_report/CpG_context_sampling_1868_47_trimmed_bismark_bt2.CpG",651,478,173,651
"5048","07_report/CpG_context_sampling_1868_48_trimmed_bismark_bt2.CpG",656,467,189,656
"5049","07_report/CpG_context_sampling_1868_49_trimmed_bismark_bt2.CpG",674,474,200,674
"5050","07_report/CpG_context_sampling_1868_50_trimmed_bismark_bt2.CpG",644,460,184,644
"5051","07_report/CpG_context_sampling_1868_51_trimmed_bismark_bt2.CpG",668,473,195,668
"5052","07_report/CpG_context_sampling_1868_52_trimmed_bismark_bt2.CpG",626,451,175,626
"5053","07_report/CpG_context_sampling_1868_53_trimmed_bismark_bt2.CpG",670,493,177,670
"5054","07_report/CpG_context_sampling_1868_54_trimmed_bismark_bt2.CpG",633,458,175,633
"5055","07_report/CpG_context_sampling_1868_55_trimmed_bismark_bt2.CpG",637,450,187,637
"5056","07_report/CpG_context_sampling_1868_56_trimmed_bismark_bt2.CpG",674,472,202,674
"5057","07_report/CpG_context_sampling_1868_57_trimmed_bismark_bt2.CpG",652,478,174,652
"5058","07_report/CpG_context_sampling_1868_58_trimmed_bismark_bt2.CpG",642,475,167,642
"5059","07_report/CpG_context_sampling_1868_59_trimmed_bismark_bt2.CpG",667,485,182,667
"5060","07_report/CpG_context_sampling_1868_60_trimmed_bismark_bt2.CpG",626,446,180,626
"5061","07_report/CpG_context_sampling_1868_61_trimmed_bismark_bt2.CpG",702,516,186,702
"5062","07_report/CpG_context_sampling_1868_62_trimmed_bismark_bt2.CpG",654,468,186,654
"5063","07_report/CpG_context_sampling_1868_63_trimmed_bismark_bt2.CpG",670,467,203,670
"5064","07_report/CpG_context_sampling_1868_64_trimmed_bismark_bt2.CpG",666,476,190,666
"5065","07_report/CpG_context_sampling_1868_65_trimmed_bismark_bt2.CpG",652,454,198,652
"5066","07_report/CpG_context_sampling_1868_66_trimmed_bismark_bt2.CpG",625,449,176,625
"5067","07_report/CpG_context_sampling_1868_67_trimmed_bismark_bt2.CpG",651,449,202,651
"5068","07_report/CpG_context_sampling_1868_68_trimmed_bismark_bt2.CpG",636,463,173,636
"5069","07_report/CpG_context_sampling_1868_69_trimmed_bismark_bt2.CpG",639,455,184,639
"5070","07_report/CpG_context_sampling_1868_70_trimmed_bismark_bt2.CpG",625,468,157,625
"5071","07_report/CpG_context_sampling_1868_71_trimmed_bismark_bt2.CpG",634,457,177,634
"5072","07_report/CpG_context_sampling_1868_72_trimmed_bismark_bt2.CpG",647,472,175,647
"5073","07_report/CpG_context_sampling_1868_73_trimmed_bismark_bt2.CpG",620,430,190,620
"5074","07_report/CpG_context_sampling_1868_74_trimmed_bismark_bt2.CpG",633,451,182,633
"5075","07_report/CpG_context_sampling_1868_75_trimmed_bismark_bt2.CpG",637,446,191,637
"5076","07_report/CpG_context_sampling_1868_76_trimmed_bismark_bt2.CpG",621,443,178,621
"5077","07_report/CpG_context_sampling_1868_77_trimmed_bismark_bt2.CpG",631,455,176,631
"5078","07_report/CpG_context_sampling_1868_78_trimmed_bismark_bt2.CpG",673,463,210,673
"5079","07_report/CpG_context_sampling_1868_79_trimmed_bismark_bt2.CpG",655,479,176,655
"5080","07_report/CpG_context_sampling_1868_80_trimmed_bismark_bt2.CpG",614,432,182,614
"5081","07_report/CpG_context_sampling_1868_81_trimmed_bismark_bt2.CpG",636,475,161,636
"5082","07_report/CpG_context_sampling_1868_82_trimmed_bismark_bt2.CpG",659,454,205,659
"5083","07_report/CpG_context_sampling_1868_83_trimmed_bismark_bt2.CpG",653,472,181,653
"5084","07_report/CpG_context_sampling_1868_84_trimmed_bismark_bt2.CpG",630,452,178,630
"5085","07_report/CpG_context_sampling_1868_85_trimmed_bismark_bt2.CpG",630,440,190,630
"5086","07_report/CpG_context_sampling_1868_86_trimmed_bismark_bt2.CpG",633,461,172,633
"5087","07_report/CpG_context_sampling_1868_87_trimmed_bismark_bt2.CpG",650,455,195,650
"5088","07_report/CpG_context_sampling_1868_88_trimmed_bismark_bt2.CpG",619,457,162,619
"5089","07_report/CpG_context_sampling_1868_89_trimmed_bismark_bt2.CpG",651,486,165,651
"5090","07_report/CpG_context_sampling_1868_90_trimmed_bismark_bt2.CpG",654,458,196,654
"5091","07_report/CpG_context_sampling_1868_91_trimmed_bismark_bt2.CpG",666,479,187,666
"5092","07_report/CpG_context_sampling_1868_92_trimmed_bismark_bt2.CpG",638,471,167,638
"5093","07_report/CpG_context_sampling_1868_93_trimmed_bismark_bt2.CpG",636,441,195,636
"5094","07_report/CpG_context_sampling_1868_94_trimmed_bismark_bt2.CpG",668,474,194,668
"5095","07_report/CpG_context_sampling_1868_95_trimmed_bismark_bt2.CpG",644,437,207,644
"5096","07_report/CpG_context_sampling_1868_96_trimmed_bismark_bt2.CpG",672,459,213,672
"5097","07_report/CpG_context_sampling_1868_97_trimmed_bismark_bt2.CpG",656,477,179,656
"5098","07_report/CpG_context_sampling_1868_98_trimmed_bismark_bt2.CpG",626,439,187,626
"5099","07_report/CpG_context_sampling_1868_99_trimmed_bismark_bt2.CpG",670,471,199,670
"5100","07_report/CpG_context_sampling_1868_100_trimmed_bismark_bt2.CpG",626,443,183,626
"5101","07_report/CpG_context_sampling_1868_101_trimmed_bismark_bt2.CpG",655,471,184,655
"5102","07_report/CpG_context_sampling_1868_102_trimmed_bismark_bt2.CpG",713,526,187,713
"5103","07_report/CpG_context_sampling_1868_103_trimmed_bismark_bt2.CpG",669,469,200,669
"5104","07_report/CpG_context_sampling_1868_104_trimmed_bismark_bt2.CpG",630,448,182,630
"5105","07_report/CpG_context_sampling_1868_105_trimmed_bismark_bt2.CpG",645,450,195,645
"5106","07_report/CpG_context_sampling_1868_106_trimmed_bismark_bt2.CpG",657,482,175,657
"5107","07_report/CpG_context_sampling_1868_107_trimmed_bismark_bt2.CpG",674,500,174,674
"5108","07_report/CpG_context_sampling_1868_108_trimmed_bismark_bt2.CpG",638,445,193,638
"5109","07_report/CpG_context_sampling_1868_109_trimmed_bismark_bt2.CpG",644,473,171,644
"5110","07_report/CpG_context_sampling_1868_110_trimmed_bismark_bt2.CpG",678,466,212,678
"5111","07_report/CpG_context_sampling_1868_111_trimmed_bismark_bt2.CpG",653,466,187,653
"5112","07_report/CpG_context_sampling_1868_112_trimmed_bismark_bt2.CpG",653,473,180,653
"5113","07_report/CpG_context_sampling_1868_113_trimmed_bismark_bt2.CpG",655,479,176,655
"5114","07_report/CpG_context_sampling_1868_114_trimmed_bismark_bt2.CpG",651,471,180,651
"5115","07_report/CpG_context_sampling_1868_115_trimmed_bismark_bt2.CpG",644,460,184,644
"5116","07_report/CpG_context_sampling_1868_116_trimmed_bismark_bt2.CpG",648,469,179,648
"5117","07_report/CpG_context_sampling_1868_117_trimmed_bismark_bt2.CpG",606,447,159,606
"5118","07_report/CpG_context_sampling_1868_118_trimmed_bismark_bt2.CpG",642,465,177,642
"5119","07_report/CpG_context_sampling_1868_119_trimmed_bismark_bt2.CpG",634,470,164,634
"5120","07_report/CpG_context_sampling_1868_120_trimmed_bismark_bt2.CpG",640,459,181,640
"5121","07_report/CpG_context_sampling_1868_121_trimmed_bismark_bt2.CpG",652,473,179,652
"5122","07_report/CpG_context_sampling_1868_122_trimmed_bismark_bt2.CpG",668,495,173,668
"5123","07_report/CpG_context_sampling_1868_123_trimmed_bismark_bt2.CpG",667,470,197,667
"5124","07_report/CpG_context_sampling_1868_124_trimmed_bismark_bt2.CpG",636,457,179,636
"5125","07_report/CpG_context_sampling_1868_125_trimmed_bismark_bt2.CpG",645,469,176,645
"5126","07_report/CpG_context_sampling_1868_126_trimmed_bismark_bt2.CpG",639,453,186,639
"5127","07_report/CpG_context_sampling_1868_127_trimmed_bismark_bt2.CpG",651,454,197,651
"5128","07_report/CpG_context_sampling_1868_128_trimmed_bismark_bt2.CpG",675,487,188,675
"5129","07_report/CpG_context_sampling_1868_129_trimmed_bismark_bt2.CpG",653,460,193,653
"5130","07_report/CpG_context_sampling_1868_130_trimmed_bismark_bt2.CpG",636,456,180,636
"5131","07_report/CpG_context_sampling_1868_131_trimmed_bismark_bt2.CpG",613,427,186,613
"5132","07_report/CpG_context_sampling_1868_132_trimmed_bismark_bt2.CpG",651,473,178,651
"5133","07_report/CpG_context_sampling_1868_133_trimmed_bismark_bt2.CpG",632,454,178,632
"5134","07_report/CpG_context_sampling_1868_134_trimmed_bismark_bt2.CpG",663,470,193,663
"5135","07_report/CpG_context_sampling_1868_135_trimmed_bismark_bt2.CpG",627,459,168,627
"5136","07_report/CpG_context_sampling_1868_136_trimmed_bismark_bt2.CpG",629,467,162,629
"5137","07_report/CpG_context_sampling_1868_137_trimmed_bismark_bt2.CpG",650,480,170,650
"5138","07_report/CpG_context_sampling_1868_138_trimmed_bismark_bt2.CpG",630,453,177,630
"5139","07_report/CpG_context_sampling_1868_139_trimmed_bismark_bt2.CpG",667,475,192,667
"5140","07_report/CpG_context_sampling_1868_140_trimmed_bismark_bt2.CpG",657,463,194,657
"5141","07_report/CpG_context_sampling_1868_141_trimmed_bismark_bt2.CpG",627,484,143,627
"5142","07_report/CpG_context_sampling_1868_142_trimmed_bismark_bt2.CpG",623,442,181,623
"5143","07_report/CpG_context_sampling_1868_143_trimmed_bismark_bt2.CpG",615,439,176,615
"5144","07_report/CpG_context_sampling_1868_144_trimmed_bismark_bt2.CpG",646,456,190,646
"5145","07_report/CpG_context_sampling_1868_145_trimmed_bismark_bt2.CpG",664,473,191,664
"5146","07_report/CpG_context_sampling_1868_146_trimmed_bismark_bt2.CpG",665,467,198,665
"5147","07_report/CpG_context_sampling_1868_147_trimmed_bismark_bt2.CpG",655,463,192,655
"5148","07_report/CpG_context_sampling_1868_148_trimmed_bismark_bt2.CpG",646,456,190,646
"5149","07_report/CpG_context_sampling_1868_149_trimmed_bismark_bt2.CpG",651,445,206,651
"5150","07_report/CpG_context_sampling_1868_150_trimmed_bismark_bt2.CpG",674,475,199,674
"5151","07_report/CpG_context_sampling_1868_151_trimmed_bismark_bt2.CpG",668,471,197,668
"5152","07_report/CpG_context_sampling_1868_152_trimmed_bismark_bt2.CpG",683,474,209,683
"5153","07_report/CpG_context_sampling_1868_153_trimmed_bismark_bt2.CpG",628,445,183,628
"5154","07_report/CpG_context_sampling_1868_154_trimmed_bismark_bt2.CpG",649,453,196,649
"5155","07_report/CpG_context_sampling_1868_155_trimmed_bismark_bt2.CpG",648,442,206,648
"5156","07_report/CpG_context_sampling_1868_156_trimmed_bismark_bt2.CpG",630,431,199,630
"5157","07_report/CpG_context_sampling_1868_157_trimmed_bismark_bt2.CpG",670,485,185,670
"5158","07_report/CpG_context_sampling_1868_158_trimmed_bismark_bt2.CpG",666,462,204,666
"5159","07_report/CpG_context_sampling_1868_159_trimmed_bismark_bt2.CpG",642,442,200,642
"5160","07_report/CpG_context_sampling_1868_160_trimmed_bismark_bt2.CpG",647,451,196,647
"5161","07_report/CpG_context_sampling_1868_161_trimmed_bismark_bt2.CpG",660,465,195,660
"5162","07_report/CpG_context_sampling_1868_162_trimmed_bismark_bt2.CpG",682,492,190,682
"5163","07_report/CpG_context_sampling_1868_163_trimmed_bismark_bt2.CpG",618,449,169,618
"5164","07_report/CpG_context_sampling_1868_164_trimmed_bismark_bt2.CpG",623,444,179,623
"5165","07_report/CpG_context_sampling_1868_165_trimmed_bismark_bt2.CpG",653,463,190,653
"5166","07_report/CpG_context_sampling_1868_166_trimmed_bismark_bt2.CpG",632,463,169,632
"5167","07_report/CpG_context_sampling_1868_167_trimmed_bismark_bt2.CpG",639,441,198,639
"5168","07_report/CpG_context_sampling_1868_168_trimmed_bismark_bt2.CpG",620,439,181,620
"5169","07_report/CpG_context_sampling_1868_169_trimmed_bismark_bt2.CpG",635,435,200,635
"5170","07_report/CpG_context_sampling_1868_170_trimmed_bismark_bt2.CpG",636,450,186,636
"5171","07_report/CpG_context_sampling_1868_171_trimmed_bismark_bt2.CpG",624,465,159,624
"5172","07_report/CpG_context_sampling_1868_172_trimmed_bismark_bt2.CpG",664,476,188,664
"5173","07_report/CpG_context_sampling_1868_173_trimmed_bismark_bt2.CpG",643,446,197,643
"5174","07_report/CpG_context_sampling_1868_174_trimmed_bismark_bt2.CpG",656,484,172,656
"5175","07_report/CpG_context_sampling_1868_175_trimmed_bismark_bt2.CpG",658,457,201,658
"5176","07_report/CpG_context_sampling_1868_176_trimmed_bismark_bt2.CpG",681,478,203,681
"5177","07_report/CpG_context_sampling_1868_177_trimmed_bismark_bt2.CpG",680,503,177,680
"5178","07_report/CpG_context_sampling_1868_178_trimmed_bismark_bt2.CpG",655,480,175,655
"5179","07_report/CpG_context_sampling_1868_179_trimmed_bismark_bt2.CpG",662,478,184,662
"5180","07_report/CpG_context_sampling_1868_180_trimmed_bismark_bt2.CpG",614,438,176,614
"5181","07_report/CpG_context_sampling_1868_181_trimmed_bismark_bt2.CpG",657,468,189,657
"5182","07_report/CpG_context_sampling_1868_182_trimmed_bismark_bt2.CpG",612,448,164,612
"5183","07_report/CpG_context_sampling_1868_183_trimmed_bismark_bt2.CpG",642,460,182,642
"5184","07_report/CpG_context_sampling_1868_184_trimmed_bismark_bt2.CpG",677,488,189,677
"5185","07_report/CpG_context_sampling_1868_185_trimmed_bismark_bt2.CpG",658,460,198,658
"5186","07_report/CpG_context_sampling_1868_186_trimmed_bismark_bt2.CpG",644,459,185,644
"5187","07_report/CpG_context_sampling_1868_187_trimmed_bismark_bt2.CpG",643,466,177,643
"5188","07_report/CpG_context_sampling_1868_188_trimmed_bismark_bt2.CpG",628,440,188,628
"5189","07_report/CpG_context_sampling_1868_189_trimmed_bismark_bt2.CpG",629,445,184,629
"5190","07_report/CpG_context_sampling_1868_190_trimmed_bismark_bt2.CpG",666,475,191,666
"5191","07_report/CpG_context_sampling_1868_191_trimmed_bismark_bt2.CpG",646,447,199,646
"5192","07_report/CpG_context_sampling_1868_192_trimmed_bismark_bt2.CpG",661,484,177,661
"5193","07_report/CpG_context_sampling_1868_193_trimmed_bismark_bt2.CpG",652,452,200,652
"5194","07_report/CpG_context_sampling_1868_194_trimmed_bismark_bt2.CpG",674,501,173,674
"5195","07_report/CpG_context_sampling_1868_195_trimmed_bismark_bt2.CpG",617,417,200,617
"5196","07_report/CpG_context_sampling_1868_196_trimmed_bismark_bt2.CpG",658,490,168,658
"5197","07_report/CpG_context_sampling_1868_197_trimmed_bismark_bt2.CpG",622,439,183,622
"5198","07_report/CpG_context_sampling_1868_198_trimmed_bismark_bt2.CpG",644,455,189,644
"5199","07_report/CpG_context_sampling_1868_199_trimmed_bismark_bt2.CpG",646,456,190,646
"5200","07_report/CpG_context_sampling_1868_200_trimmed_bismark_bt2.CpG",697,506,191,697
"5201","07_report/CpG_context_sampling_1868_201_trimmed_bismark_bt2.CpG",649,471,178,649
"5202","07_report/CpG_context_sampling_1868_202_trimmed_bismark_bt2.CpG",640,470,170,640
"5203","07_report/CpG_context_sampling_1868_203_trimmed_bismark_bt2.CpG",659,460,199,659
"5204","07_report/CpG_context_sampling_1868_204_trimmed_bismark_bt2.CpG",651,459,192,651
"5205","07_report/CpG_context_sampling_1868_205_trimmed_bismark_bt2.CpG",685,480,205,685
"5206","07_report/CpG_context_sampling_1868_206_trimmed_bismark_bt2.CpG",615,433,182,615
"5207","07_report/CpG_context_sampling_1868_207_trimmed_bismark_bt2.CpG",639,445,194,639
